+ 0 + 18 + 134 + 219 + 296 + 417 + 765 + 953 + 1 107 + 1 331	+ 1 911
+ 0 + 73 + 87 + 276 + 379 + 714 + 756 + 1 207 + 1 413 + 2 10	+ 2 80
+ 0 + 19 + 84 + 122 + 439 + 515 + 710 + 805 + 1 439 + 1 572	+ 1 897
+ 0 + 27 + 75 + 183 + 202 + 364 + 508 + 751 + 789 + 1 86	+ 1 326
+ 0 + 101 + 102 + 339 + 506 + 945 + 948 + 1 523 + 1 857 + 2 634	+ 2 639
+ 0 + 17 + 54 + 122 + 143 + 245 + 356 + 509 + 551 + 738	+ 923
+ 0 + 3 + 262 + 289 + 396 + 429 + 1 206 + 1 263 + 1 477 + 1 540	+ 2 835
+ 0 + 12 + 15 + 43 + 72 + 124 + 133 + 201 + 259 + 351	+ 366
+ 0 + 37 + 80 + 154 + 437 + 585 + 714 + 899 + 1 465 + 1 724	+ 1 939
+ 0 + 42 + 170 + 297 + 548 + 759 + 1 143 + 1 439 + 1 941 + 2 321	+ 2 961
+ 0 + 40 + 75 + 190 + 275 + 470 + 575 + 845 + 1 15 + 1 365	+ 1 540
+ 0 + 7 + 101 + 136 + 209 + 258 + 540 + 617 + 763 + 854	+ 1 324
+ 0 + 41 + 218 + 368 + 587 + 819 + 1 350 + 1 691 + 2 129 + 2 552	+ 3 437
+ 0 + 36 + 59 + 143 + 272 + 428 + 497 + 701 + 959 + 1 235	+ 1 350
+ 0 + 48 + 111 + 223 + 492 + 700 + 889 + 1 161 + 1 699 + 2 67	+ 2 382
+ 0 + 37 + 123 + 283 + 308 + 542 + 800 + 1 157 + 1 207 + 1 638	+ 2 68
+ 0 + 6 + 94 + 103 + 852 + 873 + 1 137 + 1 161 + 2 659 + 2 695	+ 3 135
+ 0 + 36 + 47 + 130 + 227 + 382 + 415 + 617 + 811 + 1 85	+ 1 140
+ 0 + 4 + 10 + 19 + 46 + 63 + 81 + 103 + 157 + 187	+ 217
+ 0 + 33 + 50 + 108 + 347 + 471 + 522 + 671 + 1 149 + 1 364	+ 1 449
+ 0 + 25 + 51 + 101 + 280 + 380 + 458 + 583 + 941 + 1 116	+ 1 246
+ 0 + 23 + 85 + 131 + 448 + 540 + 726 + 841 + 1 475 + 1 636	+ 1 946
+ 0 + 29 + 183 + 299 + 456 + 630 + 1 92 + 1 353 + 1 667 + 1 986	+ 2 756
+ 0 + 59 + 73 + 205 + 368 + 618 + 660 + 983 + 1 309 + 1 750	+ 1 820
+ 0 + 9 + 35 + 79 + 80 + 142 + 220 + 317 + 319 + 434	+ 564
+ 0 + 19 + 298 + 466 + 469 + 675 + 1 512 + 1 867 + 1 873 + 2 266	+ 3 661
+ 0 + 57 + 67 + 191 + 352 + 590 + 620 + 925 + 1 247 + 1 666	+ 1 716
+ 0 + 55 + 147 + 367 + 398 + 728 + 1 4 + 1 499 + 1 561 + 2 166	+ 2 626
+ 0 + 39 + 83 + 205 + 278 + 478 + 610 + 893 + 1 39 + 1 400	+ 1 620
+ 0 + 25 + 86 + 136 + 455 + 555 + 738 + 863 + 1 501 + 1 676	+ 1 981
+ 0 + 37 + 130 + 232 + 463 + 639 + 918 + 1 159 + 1 621 + 1 936	+ 2 401
+ 0 + 5 + 213 + 233 + 502 + 532 + 1 156 + 1 201 + 1 739 + 1 794	+ 2 834
+ 0 + 67 + 90 + 202 + 693 + 939 + 1 8 + 1 299 + 2 281 + 2 706	+ 2 821
+ 0 + 44 + 50 + 119 + 446 + 603 + 621 + 803 + 1 457 + 1 727	+ 1 757
+ 0 + 27 + 51 + 146 + 159 + 308 + 380 + 597 + 623 + 894	+ 1 14
+ 0 + 10 + 198 + 288 + 307 + 417 + 981 + 1 171 + 1 209 + 1 419	+ 2 359
+ 0 + 52 + 154 + 283 + 622 + 855 + 1 161 + 1 471 + 2 149 + 2 563	+ 3 73
+ 0 + 48 + 107 + 219 + 476 + 684 + 861 + 1 133 + 1 647 + 2 15	+ 2 310
+ 0 + 1 + 57 + 62 + 115 + 122 + 290 + 301 + 407 + 420	+ 700
+ 0 + 6 + 158 + 212 + 243 + 309 + 765 + 879 + 941 + 1 67	+ 1 827
+ 0 + 13 + 32 + 58 + 173 + 225 + 282 + 347 + 577 + 668	+ 763
+ 0 + 18 + 226 + 357 + 388 + 555 + 1 179 + 1 459 + 1 521 + 1 837	+ 2 877
+ 0 + 6 + 139 + 169 + 284 + 326 + 725 + 791 + 1 21 + 1 99	+ 1 764
+ 0 + 11 + 28 + 50 + 151 + 195 + 246 + 301 + 503 + 580	+ 665
+ 0 + 44 + 57 + 158 + 277 + 466 + 505 + 751 + 989 + 1 323	+ 1 388
+ 0 + 56 + 122 + 239 + 626 + 855 + 1 53 + 1 343 + 2 117 + 2 519	+ 2 849
+ 0 + 91 + 135 + 406 + 499 + 952 + 1 84 + 1 717 + 1 903 + 2 718	+ 2 938
+ 0 + 14 + 162 + 257 + 288 + 411 + 855 + 1 59 + 1 121 + 1 353	+ 2 93
+ 0 + 17 + 63 + 97 + 332 + 400 + 538 + 623 + 1 93 + 1 212	+ 1 442
+ 0 + 49 + 74 + 172 + 419 + 615 + 690 + 935 + 1 429 + 1 772	+ 1 897
+ 0 + 83 + 165 + 468 + 497 + 966 + 1 212 + 1 901 + 1 959 + 2 814	+ 3 224
+ 0 + 6 + 173 + 203 + 352 + 394 + 895 + 961 + 1 259 + 1 337	+ 2 172
+ 0 + 37 + 126 + 226 + 459 + 633 + 900 + 1 137 + 1 603 + 1 914	+ 2 359
+ 0 + 34 + 90 + 141 + 844 + 963 + 1 131 + 1 267 + 2 673 + 2 877	+ 3 157
+ 0 + 24 + 26 + 63 + 242 + 327 + 333 + 431 + 789 + 935	+ 945
+ 0 + 53 + 63 + 179 + 328 + 550 + 580 + 865 + 1 163 + 1 554	+ 1 604
+ 0 + 5 + 306 + 351 + 464 + 519 + 1 422 + 1 517 + 1 743 + 1 848	+ 3 353
+ 0 + 46 + 202 + 349 + 616 + 855 + 1 323 + 1 663 + 2 197 + 2 629	+ 3 409
+ 0 + 17 + 286 + 439 + 446 + 633 + 1 440 + 1 763 + 1 777 + 2 134	+ 3 479
+ 0 + 35 + 132 + 272 + 343 + 553 + 844 + 1 159 + 1 301 + 1 686	+ 2 171
+ 0 + 11 + 110 + 176 + 209 + 297 + 594 + 737 + 803 + 968	+ 1 463
+ 0 + 35 + 214 + 356 + 529 + 741 + 1 278 + 1 597 + 1 943 + 2 332	+ 3 227
+ 0 + 59 + 198 + 434 + 521 + 875 + 1 292 + 1 823 + 1 997 + 2 646	+ 3 341
+ 0 + 89 + 165 + 474 + 521 + 1 8 + 1 236 + 1 943 + 2 37 + 2 922	+ 3 302
+ 0 + 46 + 57 + 126 + 559 + 720 + 753 + 937 + 1 803 + 2 79	+ 2 134
+ 0 + 51 + 52 + 154 + 311 + 515 + 518 + 773 + 1 87 + 1 444	+ 1 449
+ 0 + 5 + 147 + 167 + 348 + 378 + 804 + 849 + 1 211 + 1 266	+ 1 976
+ 0 + 7 + 53 + 67 + 272 + 300 + 438 + 473 + 883 + 932	+ 1 162
+ 0 + 36 + 61 + 158 + 241 + 410 + 485 + 715 + 881 + 1 183	+ 1 308
+ 0 + 21 + 123 + 207 + 308 + 434 + 740 + 929 + 1 131 + 1 362	+ 1 872
+ 0 + 39 + 150 + 264 + 501 + 693 + 1 26 + 1 293 + 1 767 + 2 112	+ 2 667
+ 0 + 37 + 183 + 331 + 464 + 686 + 1 124 + 1 457 + 1 723 + 2 130	+ 2 860
+ 0 + 69 + 105 + 314 + 381 + 728 + 836 + 1 323 + 1 457 + 2 82	+ 2 262
+ 0 + 9 + 41 + 62 + 173 + 212 + 308 + 359 + 581 + 650	+ 810
+ 0 + 27 + 115 + 250 + 257 + 446 + 710 + 1 7 + 1 21 + 1 372	+ 1 812
+ 0 + 14 + 286 + 412 + 443 + 597 + 1 413 + 1 679 + 1 741 + 2 35	+ 3 395
+ 0 + 9 + 278 + 359 + 426 + 525 + 1 332 + 1 503 + 1 637 + 1 826	+ 3 171
+ 0 + 25 + 33 + 83 + 190 + 290 + 314 + 439 + 653 + 828	+ 868
+ 0 + 87 + 89 + 292 + 443 + 820 + 826 + 1 319 + 1 621 + 2 288	+ 2 298
+ 0 + 5 + 78 + 88 + 395 + 415 + 634 + 659 + 1 273 + 1 308	+ 1 673
+ 0 + 32 + 186 + 311 + 474 + 663 + 1 125 + 1 407 + 1 733 + 2 79	+ 2 849
+ 0 + 91 + 159 + 462 + 523 + 1 8 + 1 212 + 1 909 + 2 31 + 2 910	+ 3 250
+ 0 + 42 + 75 + 138 + 717 + 864 + 963 + 1 131 + 2 289 + 2 541	+ 2 706
+ 0 + 42 + 119 + 217 + 518 + 700 + 931 + 1 169 + 1 771 + 2 93	+ 2 478
+ 0 + 84 + 91 + 287 + 448 + 812 + 833 + 1 309 + 1 631 + 2 275	+ 2 310
+ 0 + 55 + 72 + 182 + 415 + 635 + 686 + 961 + 1 427 + 1 812	+ 1 897
+ 0 + 14 + 45 + 104 + 115 + 202 + 295 + 427 + 449 + 609	+ 764
+ 0 + 22 + 30 + 63 + 292 + 369 + 393 + 481 + 939 + 1 71	+ 1 111
+ 0 + 18 + 41 + 100 + 131 + 226 + 295 + 431 + 493 + 665	+ 780
+ 0 + 3 + 26 + 42 + 53 + 75 + 144 + 179 + 201 + 242	+ 357
+ 0 + 35 + 182 + 308 + 497 + 693 + 1 134 + 1 421 + 1 799 + 2 156	+ 2 891
+ 0 + 36 + 67 + 151 + 304 + 460 + 553 + 757 + 1 63 + 1 339	+ 1 494
+ 0 + 7 + 63 + 91 + 154 + 196 + 364 + 427 + 553 + 630	+ 910
+ 0 + 46 + 62 + 139 + 476 + 645 + 693 + 893 + 1 567 + 1 859	+ 1 939
+ 0 + 49 + 98 + 196 + 539 + 735 + 882 + 1 127 + 1 813 + 2 156	+ 2 401
+ 0 + 9 + 67 + 85 + 344 + 380 + 554 + 599 + 1 117 + 1 180	+ 1 470
+ 0 + 27 + 31 + 85 + 182 + 290 + 302 + 437 + 631 + 820	+ 840
+ 0 + 51 + 139 + 258 + 607 + 828 + 1 92 + 1 381 + 2 79 + 2 470	+ 2 910
+ 0 + 16 + 161 + 241 + 338 + 450 + 885 + 1 61 + 1 255 + 1 463	+ 2 188
+ 0 + 1 + 32 + 34 + 161 + 165 + 258 + 263 + 517 + 524	+ 679
+ 0 + 67 + 126 + 361 + 394 + 763 + 940 + 1 477 + 1 543 + 2 214	+ 2 509
+ 0 + 51 + 87 + 254 + 291 + 560 + 668 + 1 53 + 1 127 + 1 614	+ 1 794
+ 0 + 50 + 84 + 159 + 806 + 981 + 1 83 + 1 283 + 2 577 + 2 877	+ 3 47
+ 0 + 66 + 137 + 291 + 614 + 900 + 1 113 + 1 487 + 2 133 + 2 639	+ 2 994
+ 0 + 39 + 91 + 221 + 286 + 494 + 650 + 949 + 1 79 + 1 456	+ 1 716
+ 0 + 105 + 138 + 427 + 558 + 1 57 + 1 156 + 1 839 + 2 101 + 2 994	+ 3 159
+ 0 + 60 + 86 + 189 + 626 + 849 + 927 + 1 193 + 2 67 + 2 453	+ 2 583
+ 0 + 53 + 64 + 170 + 373 + 585 + 618 + 883 + 1 289 + 1 660	+ 1 715
+ 0 + 13 + 15 + 48 + 67 + 126 + 132 + 211 + 249 + 354	+ 364
+ 0 + 5 + 98 + 143 + 152 + 207 + 486 + 581 + 599 + 704	+ 1 169
+ 0 + 26 + 170 + 281 + 404 + 567 + 999 + 1 247 + 1 493 + 1 793	+ 2 513
+ 0 + 65 + 67 + 197 + 400 + 660 + 666 + 991 + 1 397 + 1 852	+ 1 862
+ 0 + 57 + 105 + 302 + 333 + 644 + 788 + 1 239 + 1 301 + 1 866	+ 2 106
+ 0 + 109 + 135 + 424 + 571 + 1 78 + 1 156 + 1 843 + 2 137 + 3 42	+ 3 172
+ 0 + 37 + 174 + 322 + 443 + 665 + 1 76 + 1 409 + 1 651 + 2 58	+ 2 743
+ 0 + 11 + 45 + 67 + 236 + 280 + 382 + 437 + 775 + 852	+ 1 22
+ 0 + 31 + 74 + 136 + 401 + 525 + 654 + 809 + 1 339 + 1 556	+ 1 771
+ 0 + 46 + 54 + 127 + 468 + 633 + 657 + 849 + 1 531 + 1 815	+ 1 855
+ 0 + 9 + 153 + 189 + 366 + 420 + 852 + 933 + 1 287 + 1 386	+ 2 106
+ 0 + 62 + 98 + 209 + 656 + 891 + 999 + 1 283 + 2 177 + 2 585	+ 2 765
+ 0 + 2 + 81 + 91 + 164 + 178 + 415 + 437 + 583 + 609	+ 1 4
+ 0 + 15 + 146 + 234 + 281 + 399 + 792 + 983 + 1 77 + 1 298	+ 1 953
+ 0 + 74 + 80 + 191 + 794 + 1 53 + 1 71 + 1 367 + 2 573 + 3 17	+ 3 47
+ 0 + 1 + 63 + 67 + 148 + 154 + 340 + 349 + 511 + 522	+ 832
+ 0 + 22 + 57 + 136 + 167 + 290 + 395 + 575 + 637 + 861	+ 1 36
+ 0 + 22 + 81 + 184 + 191 + 338 + 515 + 743 + 757 + 1 29	+ 1 324
+ 0 + 36 + 162 + 279 + 486 + 675 + 1 53 + 1 323 + 1 737 + 2 79	+ 2 709
+ 0 + 42 + 163 + 261 + 694 + 876 + 1 239 + 1 477 + 2 343 + 2 665	+ 3 270
+ 0 + 10 + 186 + 276 + 289 + 399 + 927 + 1 117 + 1 143 + 1 353	+ 2 233
+ 0 + 30 + 33 + 78 + 327 + 432 + 441 + 561 + 1 59 + 1 239	+ 1 254
+ 0 + 59 + 72 + 227 + 308 + 581 + 620 + 989 + 1 151 + 1 638	+ 1 703
+ 0 + 3 + 156 + 168 + 367 + 385 + 844 + 871 + 1 269 + 1 302	+ 2 67
+ 0 + 66 + 118 + 243 + 712 + 969 + 1 125 + 1 441 + 2 379 + 2 827	+ 3 87
+ 0 + 63 + 87 + 266 + 339 + 644 + 716 + 1 137 + 1 283 + 1 830	+ 1 950
+ 0 + 24 + 77 + 178 + 197 + 346 + 505 + 731 + 769 + 1 43	+ 1 308
+ 0 + 52 + 118 + 229 + 586 + 801 + 999 + 1 273 + 1 987 + 2 365	+ 2 695
+ 0 + 16 + 135 + 215 + 286 + 398 + 755 + 931 + 1 73 + 1 281	+ 1 876
+ 0 + 18 + 40 + 67 + 378 + 441 + 507 + 579 + 1 201 + 1 309	+ 1 419
+ 0 + 49 + 99 + 247 + 344 + 590 + 740 + 1 85 + 1 279 + 1 722	+ 1 972
+ 0 + 54 + 87 + 213 + 402 + 636 + 735 + 1 41 + 1 419 + 1 833	+ 1 998
+ 0 + 21 + 101 + 206 + 223 + 370 + 610 + 841 + 875 + 1 148	+ 1 548
+ 0 + 1 + 89 + 94 + 179 + 186 + 450 + 461 + 631 + 644	+ 1 84
+ 0 + 41 + 135 + 299 + 356 + 602 + 884 + 1 253 + 1 367 + 1 818	+ 2 288
+ 0 + 18 + 39 + 81 + 174 + 252 + 315 + 417 + 603 + 741	+ 846
+ 0 + 7 + 255 + 283 + 602 + 644 + 1 388 + 1 451 + 2 89 + 2 166	+ 3 406
+ 0 + 21 + 73 + 122 + 313 + 404 + 560 + 679 + 1 61 + 1 222	+ 1 482
+ 0 + 42 + 149 + 247 + 638 + 820 + 1 141 + 1 379 + 2 161 + 2 483	+ 3 18
+ 0 + 12 + 185 + 213 + 752 + 804 + 1 323 + 1 391 + 2 469 + 2 561	+ 3 426
+ 0 + 22 + 147 + 257 + 316 + 470 + 845 + 1 87 + 1 205 + 1 491	+ 2 116
+ 0 + 63 + 189 + 441 + 504 + 882 + 1 260 + 1 827 + 1 953 + 2 646	+ 3 276
+ 0 + 44 + 210 + 359 + 606 + 843 + 1 341 + 1 683 + 2 177 + 2 607	+ 3 437
+ 0 + 17 + 183 + 251 + 444 + 546 + 1 44 + 1 197 + 1 583 + 1 770	+ 2 600
+ 0 + 93 + 99 + 324 + 471 + 882 + 900 + 1 443 + 1 737 + 2 466	+ 2 496
+ 0 + 23 + 90 + 182 + 233 + 371 + 572 + 779 + 881 + 1 134	+ 1 469
+ 0 + 25 + 71 + 167 + 196 + 342 + 480 + 697 + 755 + 1 22	+ 1 252
+ 0 + 15 + 68 + 98 + 355 + 415 + 574 + 649 + 1 163 + 1 268	+ 1 533
+ 0 + 7 + 23 + 53 + 58 + 102 + 150 + 217 + 227 + 308	+ 388
+ 0 + 34 + 105 + 244 + 275 + 482 + 695 + 1 7 + 1 69 + 1 449	+ 1 804
+ 0 + 39 + 58 + 136 + 329 + 485 + 542 + 737 + 1 123 + 1 396	+ 1 491
+ 0 + 87 + 120 + 367 + 468 + 889 + 988 + 1 569 + 1 771 + 2 526	+ 2 691
+ 0 + 63 + 174 + 426 + 469 + 847 + 1 180 + 1 747 + 1 833 + 2 526	+ 3 81
+ 0 + 30 + 79 + 124 + 741 + 846 + 993 + 1 113 + 2 347 + 2 527	+ 2 772
+ 0 + 20 + 57 + 134 + 157 + 274 + 385 + 559 + 605 + 819	+ 1 4
+ 0 + 9 + 103 + 124 + 421 + 460 + 742 + 793 + 1 387 + 1 456	+ 1 926
+ 0 + 3 + 175 + 190 + 353 + 374 + 890 + 923 + 1 249 + 1 288	+ 2 148
+ 0 + 13 + 81 + 133 + 202 + 280 + 484 + 601 + 739 + 882	+ 1 222
+ 0 + 90 + 133 + 343 + 622 + 1 12 + 1 141 + 1 651 + 2 209 + 2 899	+ 3 114
+ 0 + 25 + 131 + 256 + 287 + 462 + 780 + 1 55 + 1 117 + 1 442	+ 1 972
+ 0 + 1 + 102 + 111 + 154 + 165 + 468 + 487 + 573 + 594	+ 1 99
+ 0 + 42 + 98 + 189 + 476 + 651 + 819 + 1 43 + 1 617 + 1 925	+ 2 205
+ 0 + 61 + 180 + 424 + 481 + 847 + 1 204 + 1 753 + 1 867 + 2 538	+ 3 133
+ 0 + 1 + 129 + 133 + 302 + 308 + 692 + 701 + 1 39 + 1 50	+ 1 690
+ 0 + 59 + 70 + 188 + 409 + 645 + 678 + 973 + 1 415 + 1 828	+ 1 883
+ 0 + 7 + 198 + 261 + 304 + 381 + 954 + 1 87 + 1 173 + 1 320	+ 2 275
+ 0 + 17 + 45 + 79 + 242 + 310 + 394 + 479 + 805 + 924	+ 1 64
+ 0 + 13 + 165 + 217 + 398 + 476 + 932 + 1 49 + 1 411 + 1 554	+ 2 314
+ 0 + 30 + 171 + 241 + 714 + 844 + 1 267 + 1 437 + 2 383 + 2 613	+ 3 318
+ 0 + 24 + 190 + 309 + 406 + 573 + 1 71 + 1 333 + 1 527 + 1 837	+ 2 667
+ 0 + 25 + 71 + 121 + 380 + 480 + 618 + 743 + 1 261 + 1 436	+ 1 666
+ 0 + 24 + 115 + 235 + 254 + 422 + 695 + 959 + 997 + 1 309	+ 1 764
+ 0 + 42 + 54 + 123 + 432 + 585 + 621 + 801 + 1 419 + 1 683	+ 1 743
+ 0 + 99 + 103 + 334 + 511 + 940 + 952 + 1 513 + 1 867 + 2 626	+ 2 646
+ 0 + 23 + 150 + 242 + 373 + 511 + 892 + 1 99 + 1 361 + 1 614	+ 2 249
+ 0 + 18 + 111 + 153 + 462 + 540 + 819 + 921 + 1 539 + 1 677	+ 2 142
+ 0 + 30 + 56 + 101 + 534 + 639 + 717 + 837 + 1 703 + 1 883	+ 2 13
+ 0 + 23 + 195 + 287 + 478 + 616 + 1 132 + 1 339 + 1 721 + 1 974	+ 2 834
+ 0 + 7 + 15 + 34 + 57 + 90 + 114 + 159 + 205 + 264	+ 304
+ 0 + 27 + 71 + 169 + 206 + 358 + 490 + 713 + 787 + 1 64	+ 1 284
